T000118,Give the English translation for the following Latin phrase *alenda lux ubi orta libertas*?,LET LIGHT BE NOURISHED WHERE LIBERTY HAS ARISEN
T000119,Give the English translation for the following Latin phrase *alias*?,AT ANOTHER TIME> OTHERWISE
T000120,Give the English translation for the following Latin phrase *alibi*?,ELSEWHERE
T000121,Give the English translation for the following Latin phrase *aliquid stat pro aliquo*?,SOMETHING STANDS FOR SOMETHING ELSE
T000122,Give the English translation for the following Latin phrase *alis aquilae*?,ON AN EAGLE'S WINGS
T000123,Give the English translation for the following Latin phrase *alis grave nil*?,NOTHING [IS] HEAVY WITH WINGS
T000124,Give the English translation for the following Latin phrase *alis volat propriis*?,SHE FLIES WITH HER OWN WINGS
T000125,Give the English translation for the following Latin phrase *alma mater*?,NOURISHING MOTHER
T000126,Give the English translation for the following Latin phrase *alter ego*?,ANOTHER I
T000127,Give the English translation for the following Latin phrase *alterius non sit qui suus esse potest*?,LET NO MAN BE ANOTHER'S WHO CAN BE HIS OWN
T000128,Give the English translation for the following Latin phrase *alterum non laedere*?,TO NOT WOUND ANOTHER
T000129,Give the English translation for the following Latin phrase *alumnus> or> alumna*?,PUPIL
T000130,Give the English translation for the following Latin phrase *a mari usque ad mare*?,FROM SEA TO SEA
T000131,Give the English translation for the following Latin phrase *amat victoria curam*?,VICTORY FAVOURS CARE
T000132,Give the English translation for the following Latin phrase *amicus certus in re incerta*?,A SURE FRIEND IN AN UNSURE MATTER
T000133,Give the English translation for the following Latin phrase *amicus curiae*?,FRIEND OF THE COURT
T000134,Give the English translation for the following Latin phrase *Amicus Plato> sed magis amica veritas.*?,PLATO IS MY FRIEND> BUT TRUTH IS A BETTER FRIEND.
T000135,Give the English translation for the following Latin phrase *amicus usque ad aras*?,A FRIEND AS FAR AS TO THE ALTARS
T000136,Give the English translation for the following Latin phrase *amittere legem terrae*?,TO LOSE THE LAW OF THE LAND
T000137,Give the English translation for the following Latin phrase *amor Dei intellectualis*?,INTELLECTUAL LOVE OF GOD
T000138,Give the English translation for the following Latin phrase *amor et melle et felle est fecundissimus*?,LOVE IS RICH WITH BOTH HONEY AND VENOM
T000139,Give the English translation for the following Latin phrase *amor fati*?,LOVE OF FATE
T000140,Give the English translation for the following Latin phrase *amor omnibus idem*?,LOVE IS THE SAME FOR ALL
T000141,Give the English translation for the following Latin phrase *amor patriae*?,LOVE OF THE FATHERLAND
T000142,Give the English translation for the following Latin phrase *amor vincit omnia*?,LOVE CONQUERS ALL
T000143,Give the English translation for the following Latin phrase *An nescis> mi fili> quantilla prudentia mundus regatur?*?,DO YOU NOT KNOW> MY SON> WITH HOW LITTLE WISDOM THE WORLD IS GOVERNED?
T000144,Give the English translation for the following Latin phrase *anglice*?,IN ENGLISH
T000145,Give the English translation for the following Latin phrase *animus in consulendo liber*?,A MIND UNFETTERED IN DELIBERATION
T000146,Give the English translation for the following Latin phrase *anno (an.)*?,IN THE YEAR
T000147,Give the English translation for the following Latin phrase *anno Domini (A.D.)*?,IN THE YEAR OF OUR LORD
T000148,Give the English translation for the following Latin phrase *anno regni*?,IN THE YEAR OF THE REIGN
T000149,Give the English translation for the following Latin phrase *annuit cœptis*?,HE NODS AT THINGS NOW BEGUN
T000150,Give the English translation for the following Latin phrase *annus horribilis*?,HORRIBLE YEAR
T000151,Give the English translation for the following Latin phrase *annus mirabilis*?,WONDERFUL YEAR
T000152,Give the English translation for the following Latin phrase *annus terribilis*?,DREADFUL YEAR
T000153,Give the English translation for the following Latin phrase *ante bellum*?,BEFORE THE WAR
T000154,Give the English translation for the following Latin phrase *ante cibum (a.c.)*?,BEFORE FOOD
T000155,Give the English translation for the following Latin phrase *ante faciem Domini*?,BEFORE THE FACE OF THE LORD
T000156,Give the English translation for the following Latin phrase *ante litteram*?,BEFORE THE LETTER
T000157,Give the English translation for the following Latin phrase *ante meridiem (a.m.)*?,BEFORE MIDDAY
T000158,Give the English translation for the following Latin phrase *ante mortem*?,BEFORE DEATH
T000159,Give the English translation for the following Latin phrase *ante omnia armari*?,BEFORE ALL ELSE> BE ARMED
T000160,Give the English translation for the following Latin phrase *ante prandium (a.p.)*?,BEFORE LUNCH
T000161,Give the English translation for the following Latin phrase *antiqui colant antiquum dierum*?,LET THE ANCIENTS WORSHIP THE ANCIENT OF DAYS
T000162,Give the English translation for the following Latin phrase *aperire terram gentibus*?,OPEN THE LAND TO NATIONS
T000163,Give the English translation for the following Latin phrase *apparatus criticus*?,TOOLS OF A CRITIC
T000164,Give the English translation for the following Latin phrase *apologia pro vita sua*?,DEFENSE OF ONE'S LIFE
T000165,Give the English translation for the following Latin phrase *apud*?,IN THE WRITINGS OF
T000166,Give the English translation for the following Latin phrase *aqua (aq.)*?,WATER
T000167,Give the English translation for the following Latin phrase *aqua fortis*?,STRONG WATER
T000168,Give the English translation for the following Latin phrase *aqua pura*?,PURE WATER
T000169,Give the English translation for the following Latin phrase *aqua regia*?,ROYAL WATER
T000170,Give the English translation for the following Latin phrase *aqua vitae*?,WATER OF LIFE
T000171,Give the English translation for the following Latin phrase *aquila non capit muscas*?,AN EAGLE DOES NOT CATCH FLIES
T000172,Give the English translation for the following Latin phrase *arare litus*?,TO PLOUGH THE SEASHORE
T000173,Give the English translation for the following Latin phrase *arbiter elegantiarum*?,JUDGE OF TASTES
T000174,Give the English translation for the following Latin phrase *arcana imperii*?,THE SECRETS OF POWER
T000175,Give the English translation for the following Latin phrase *arcanum boni tenoris animae*?,THE SECRET BEHIND A GOOD MOOD
T000176,Give the English translation for the following Latin phrase *arcus senilis*?,BOW OF AN OLD PERSON
T000177,Give the English translation for the following Latin phrase *arduus ad solem*?,STRIVING TOWARDS THE SUN
T000178,Give the English translation for the following Latin phrase *argentum album*?,WHITE SILVER
T000179,Give the English translation for the following Latin phrase *arguendo*?,FOR ARGUING
T000180,Give the English translation for the following Latin phrase *argumentum*?,ARGUMENT
T000181,Give the English translation for the following Latin phrase *arma christi*?,WEAPONS OF CHRIST
T000182,Give the English translation for the following Latin phrase *armata potentia*?,ARMED AND POWERFUL
T000183,Give the English translation for the following Latin phrase *ars celare artem*?,ART [IS] TO CONCEAL ART
T000184,Give the English translation for the following Latin phrase *ars gratia artis*?,ART FOR THE SAKE OF ART
T000185,Give the English translation for the following Latin phrase *ars longa> vita brevis*?,ART IS LONG> LIFE IS SHORT
T000186,Give the English translation for the following Latin phrase *arte et labore*?,BY ART AND BY LABOUR
T000187,Give the English translation for the following Latin phrase *arte et marte*?,BY SKILL AND BY FIGHTING
T000188,Give the English translation for the following Latin phrase *Artis Bohemiae Amicis*?,FRIENDS OF CZECH ARTS
T000189,Give the English translation for the following Latin phrase *asinus ad lyram*?,AN ASS TO THE LYRE
T000190,Give the English translation for the following Latin phrase *asinus asinum fricat*?,THE JACKASS RUBS THE JACKASS
T000191,Give the English translation for the following Latin phrase *assecuratus non quaerit lucrum sed agit ne in damno sit*?,THE ASSURED DOES NOT SEEK PROFIT BUT MAKES [IT HIS PROFIT] THAT HE NOT BE IN LOSS
T000192,Give the English translation for the following Latin phrase *astra inclinant> sed non obligant*?,THE STARS INCLINE US> THEY DO NOT BIND US
T000193,Give the English translation for the following Latin phrase *auctores varii*?,VARIOUS AUTHORS
T000194,Give the English translation for the following Latin phrase *auctoritas*?,AUTHORITY
T000195,Give the English translation for the following Latin phrase *auctoritas non veritas facit legem*?,AUTHORITY> NOT TRUTH> MAKES LAW
T000196,Give the English translation for the following Latin phrase *audacia pro muro et scuto opus*?,BOLDNESS IS OUR WALL> ACTION IS OUR SHIELD
T000197,Give the English translation for the following Latin phrase *audacter calumniare> semper aliquid haeret*?,SLANDER BOLDLY> SOMETHING ALWAYS STICKS
T000198,Give the English translation for the following Latin phrase *audax at fidelis*?,BOLD BUT FAITHFUL
T000199,Give the English translation for the following Latin phrase *audeamus*?,LET US DARE
T000200,Give the English translation for the following Latin phrase *audemus jura nostra defendere*?,WE DARE TO DEFEND OUR RIGHTS
T000201,Give the English translation for the following Latin phrase *audentes fortuna iuvat*?,FORTUNE FAVORS THE BOLD
T000202,Give the English translation for the following Latin phrase *audere est facere*?,TO DARE IS TO DO
T000203,Give the English translation for the following Latin phrase *audi alteram partem*?,HEAR THE OTHER SIDE
T000204,Give the English translation for the following Latin phrase *audio hostem*?,I HEAR THE ENEMY
T000205,Give the English translation for the following Latin phrase *audi> vide> tace*?,HEAR> SEE> BE SILENT
T000206,Give the English translation for the following Latin phrase *aurea mediocritas*?,GOLDEN MEAN
T000207,Give the English translation for the following Latin phrase *auri sacra fames*?,ACCURSED HUNGER FOR GOLD
T000208,Give the English translation for the following Latin phrase *auribus teneo lupum*?,I HOLD A WOLF BY THE EARS
T000209,Give the English translation for the following Latin phrase *aurora australis*?,SOUTHERN DAWN
T000210,Give the English translation for the following Latin phrase *aurora borealis*?,NORTHERN DAWN
T000211,Give the English translation for the following Latin phrase *aurora musis amica*?,DAWN IS A FRIEND TO THE MUSES
T000212,Give the English translation for the following Latin phrase *aurum potestas est*?,GOLD IS POWER
T000213,Give the English translation for the following Latin phrase *auspicium melioris aevi*?,HOPE/TOKEN OF A BETTER AGE
T000214,Give the English translation for the following Latin phrase *aut Caesar aut nihil*?,EITHER CAESAR OR NOTHING
T000215,Give the English translation for the following Latin phrase *aut consilio aut ense*?,EITHER BY MEETING OR THE SWORD
T000216,Give the English translation for the following Latin phrase *aut cum scuto aut in scuto*?,EITHER WITH SHIELD OR ON SHIELD
T000217,Give the English translation for the following Latin phrase *aut imiteris aut oderis*?,IMITATE OR LOATHE IT
T000218,Give the English translation for the following Latin phrase *aut neca aut necare*?,EITHER KILL OR BE KILLED
T000219,Give the English translation for the following Latin phrase *aut pax aut bellum*?,EITHER PEACE OR WAR
T000220,Give the English translation for the following Latin phrase *aut simul stabunt aut simul cadent*?,THEY WILL EITHER STAND TOGETHER OR FALL TOGETHER
T000221,Give the English translation for the following Latin phrase *aut viam inveniam aut faciam*?,I WILL EITHER FIND A WAY OR MAKE ONE
T000222,Give the English translation for the following Latin phrase *aut vincere aut mori*?,EITHER TO CONQUER OR TO DIE
T000223,Give the English translation for the following Latin phrase *ave atque vale*?,HAIL AND FAREWELL
T000224,Give the English translation for the following Latin phrase *ave Europa nostra vera patria*?,HAIL EUROPE> OUR TRUE FATHERLAND
T000225,Give the English translation for the following Latin phrase *Ave Imperator> morituri te salutant*?,HAIL> EMPEROR! THOSE WHO ARE ABOUT TO DIE SALUTE YOU!
T000226,Give the English translation for the following Latin phrase *Ave Maria*?,HAIL> MARY
T000227,Give the English translation for the following Latin phrase *ave mater Angliae*?,HAIL> MOTHER OF ENGLAND
T000228,Give the English translation for the following Latin phrase *barba crescit caput nescit*?,BEARD GROWS> HEAD DOESN'T GROW WISER
T000229,Give the English translation for the following Latin phrase *barba non facit philosophum*?,A BEARD DOESN'T MAKE ONE A PHILOSOPHER
T000230,Give the English translation for the following Latin phrase *barba tenus sapientes*?,WISE AS FAR AS THE BEARD
T000231,Give the English translation for the following Latin phrase *Beata Virgo Maria (BVM)*?,BLESSED VIRGIN MARY
T000232,Give the English translation for the following Latin phrase *beatae memoriae*?,OF BLESSED MEMORY
T000233,Give the English translation for the following Latin phrase *beati pauperes spiritu*?,BLESSED IN SPIRIT [ARE] THE POOR.
T000234,Give the English translation for the following Latin phrase *beati possidentes*?,BLESSED [ARE] THOSE WHO POSSESS
T000235,Give the English translation for the following Latin phrase *beati qui ambulant lege domini*?,BLESSED ARE THEY WHO WALK IN THE LAW OF THE LORD
T000236,Give the English translation for the following Latin phrase *beati quorum via integra est*?,BLESSED ARE THEY WHOSE WAY IS UPRIGHT
T000237,Give the English translation for the following Latin phrase *beatus homo qui invenit sapientiam*?,BLESSED IS THE MAN WHO FINDS WISDOM
T000238,Give the English translation for the following Latin phrase *Bella> mulier qui hominum allicit et accipit eos per fortis*?,WAR> A WOMAN WHO LURES MEN AND TAKES THEM BY FORCE
T000239,Give the English translation for the following Latin phrase *bella gerant alii; Protesilaus amet!*?,LET OTHERS WAGE WAR; PROTESILAUS SHOULD LOVE!
T000240,Give the English translation for the following Latin phrase *bella detesta matribus*?,WAR HATEFUL TO MOTHERS
T000241,Give the English translation for the following Latin phrase *bello et jure senesco*?,I GROW OLD THROUGH WAR AND LAW
T000242,Give the English translation for the following Latin phrase *bellum omnium contra omnes*?,WAR OF ALL AGAINST ALL
T000243,Give the English translation for the following Latin phrase *bellum Romanum*?,WAR AS THE ROMANS DID IT
T000244,Give the English translation for the following Latin phrase *bellum se ipsum alet*?,WAR FEEDS ITSELF
T000245,Give the English translation for the following Latin phrase *Biblia pauperum*?,PAUPERS' BIBLE
T000246,Give the English translation for the following Latin phrase *bibo ergo sum*?,I DRINK> THEREFORE I AM
T000247,Give the English translation for the following Latin phrase *bis dat qui cito dat*?,HE GIVES TWICE> WHO GIVES PROMPTLY
T000248,Give the English translation for the following Latin phrase *bis in die (bid)*?,TWICE IN A DAY
T000249,Give the English translation for the following Latin phrase *bona fide*?,IN GOOD FAITH
T000250,Give the English translation for the following Latin phrase *bona notabilia*?,NOTE-WORTHY GOODS
T000251,Give the English translation for the following Latin phrase *bona officia*?,GOOD SERVICES
T000252,Give the English translation for the following Latin phrase *bona patria*?,GOODS OF A COUNTRY
T000253,Give the English translation for the following Latin phrase *bona vacantia*?,VACANT GOODS
T000254,Give the English translation for the following Latin phrase *boni pastoris est tondere pecus non deglubere*?,IT IS A GOOD SHEPHERD'S [JOB] TO SHEAR HIS FLOCK> NOT TO FLAY THEM
T000255,Give the English translation for the following Latin phrase *bono malum superate*?,OVERCOME EVIL WITH GOOD
T000256,Give the English translation for the following Latin phrase *bonum commune communitatis*?,COMMON GOOD OF THE COMMUNITY
T000257,Give the English translation for the following Latin phrase *bonum commune hominis*?,COMMON GOOD OF A MAN
T000258,Give the English translation for the following Latin phrase *boreas domus> mare amicus*?,THE NORTH IS OUR HOME> THE SEA IS OUR FRIEND
T000259,Give the English translation for the following Latin phrase *brutum fulmen*?,HARMLESS (OR INERT) THUNDERBOLT
T000260,Give the English translation for the following Latin phrase *busillis [it]*?,BAFFLING PUZZLE> THORNY PROBLEM
T000261,Give the English translation for the following Latin phrase *cacatum non est pictum*?,THAT WHAT'S SHAT> IS NOT PAINTED.
T000262,Give the English translation for the following Latin phrase *cacoethes scribendi*?,INSATIABLE DESIRE TO WRITE
T000263,Give the English translation for the following Latin phrase *cadavera vero innumera*?,TRULY COUNTLESS BODIES
T000264,Give the English translation for the following Latin phrase *Caedite eos. Novit enim Dominus qui sunt eius.*?,KILL THEM ALL. FOR THE LORD KNOWS THOSE WHO ARE HIS.
T000265,Give the English translation for the following Latin phrase *Caelum non animum mutant qui trans mare currunt*?,THOSE WHO HURRY ACROSS THE SEA CHANGE THE SKY [UPON THEM]> NOT THEIR SOULS OR STATE OF MIND
T000266,Give the English translation for the following Latin phrase *Caesar non supra grammaticos*?,CAESAR HAS NO AUTHORITY OVER THE GRAMMARIANS
T000267,Give the English translation for the following Latin phrase *caetera desunt*?,THE REST IS MISSING
T000268,Give the English translation for the following Latin phrase *calix meus inebrians*?,MY CUP MAKING ME DRUNK
T000269,Give the English translation for the following Latin phrase *calamus gladio fortior*?,THE PEN IS MIGHTIER THAN THE SWORD
T000270,Give the English translation for the following Latin phrase *camera obscura*?,DARK CHAMBER
T000271,Give the English translation for the following Latin phrase *Cane Nero magna bella Persica*?,TELL> OH NERO> OF THE GREAT WARS OF PERSIA
T000272,Give the English translation for the following Latin phrase *canes pugnaces*?,WAR DOGS OR FIGHTING DOGS
T000273,Give the English translation for the following Latin phrase *canis canem edit*?,DOG EATS DOG
T000274,Give the English translation for the following Latin phrase *capax Dei*?,CAPABLE OF RECEIVING GOD
T000275,Give the English translation for the following Latin phrase *capax imperii nisi imperasset*?,CAPABLE OF IMPERIAL POWER IF ONLY HE HAD NOT HELD IT
T000276,Give the English translation for the following Latin phrase *capax infiniti*?,HOLDING THE INFINITE
T000277,Give the English translation for the following Latin phrase *caput inter nubila (condit)*?,(SHE PLUNGES) [HER] HEAD IN THE CLOUDS
T000278,Give the English translation for the following Latin phrase *caput mortuum*?,DEAD HEAD
T000279,Give the English translation for the following Latin phrase *Caritas Christi*?,THE LOVE OF CHRIST
T000280,Give the English translation for the following Latin phrase *Caritas Christi urget nos*?,THE LOVE OF CHRIST IMPELS US OR THE LOVE OF CHRIST DRIVES US
T000281,Give the English translation for the following Latin phrase *Caritas in veritate*?,CHARITY IN TRUTH
T000282,Give the English translation for the following Latin phrase *carpe diem*?,SEIZE THE DAY
T000283,Give the English translation for the following Latin phrase *carpe noctem*?,SEIZE THE NIGHT
T000284,Give the English translation for the following Latin phrase *carpe vinum*?,SEIZE THE WINE
T000285,Give the English translation for the following Latin phrase *Carthago delenda est*?,CARTHAGE MUST BE DESTROYED
T000286,Give the English translation for the following Latin phrase *castigat ridendo mores*?,ONE CORRECTS CUSTOMS BY LAUGHING AT THEM
