F000086,What goddess was a messenger for the Gods?,IRIS
F000087,What does the name `Harpies` mean?,SNATCHERS
F000088,Who were the birdlike creatures with faces of women in mythology?,HARPIES
F000089,Who were the parents of Iris and the Harpies?,THAUMUS AND ELECTRA
F000090,What group of sisters shared an eye and a tooth?,GRAEAE
F000091,What were the names of the Gorgons?,STHENO> EURYALE AND MEDUSA
F000092,Who were the parents of the Graeae and Gorgons?,PHORCYS AND CETO
F000093,Who was the lover of Medusa?,POSEIDON
F000094,What two creatures were the children of Poseidon and Medusa?,PEGASUS AND CHRYSAOR
F000095,What does Chrysaor mean?,HE OF THE GOLDEN SWORD
F000096,Who was the only mortal gorgon?,MEDUSA
F000097,What dragon was a brother of the Graeae and Gorgons?,LADON
F000098,What group of sisters did Ladon help in guarding golden fruit?,HESPERIDES
F000099,With what Oceanid did Chrysaor mate?,CALLIRHOE
F000100,Who were the children of Chrysaor and Callirhoe?,GERYON AND ECHIDNA
F000101,What monster from mythology was half-woman> half-snake?,ECHIDNA
F000102,With what monster did Echidna mate?,TYPHON
F000103,What was the hound of Geryon called?,ORTHUS
F000104,What was the hound of Hades called?,CERBERUS
F000105,What many-headed monster killed by Heracles was a sibling of Orthus and Cerberus?,HYDRA
F000106,What monster> killed by Bellerophon> was a sibling of the Orthus and Cerberus?,CHIMAERA
F000107,Who was the mother of Orthus> Cerberus> the Hydra> the Chimaera> the Sphinx and the Nemean Lion?,ECHIDNA
F000108,Who was the father of Orthus> Cerberus> the Lernaean Hydra> and the Chimaera?,TYPHON
F000109,Who were the two children of Echidna and Orthus?,THEBAN SPINX AND NEMEAN LION
F000110,What was the relationship of Geryon to the Chimaera?,UNCLE
F000111,What was the relationship of Typhon to the Theban Sphinx?,GRANDFATHER
F000112,What were the relationships of Echidna to the Nemean Lion?,MOTHER AND GRANDMOTHER
F000113,What was the relationship of Echidna to Poseidon?,GRANDDAUGHTER
F000114,Besides being the hound of Geryon> what other relation did the dog have to him?,NEPHEW
F000115,What deity sprang from Zeus' head in full panoply (full armor)?,ATHENA
F000116,Who wrote the Theogony?,HESIOD
F000117,Who was the mother of Athena?,METIS
F000118,What does the name Metis mean?,WISDOM
F000119,Why did Zeus swallow Metis?,2ND CHILD WOULD BE KING OF GODS
F000120,What goddess is sometimes referred to as Tritogeneia?,ATHENA
F000121,Who split open the head of Zeus to facilitate Athena's birth?,HEPHAESTUS
F000122,What great temple in Athens was dedicated to Athena?,PARTHENON
F000123,On what hill in Athens was the Parthenon located?,ACROPOLIS
F000124,What sculptor and architect designed the Parthenon?,PHEIDIAS
F000125,Who sculpted the statue of Zeus at Olympia?,PHEIDIAS
F000126,What was Athena's gift to Athens?,OLIVE TREE
F000127,What was Poseidon's gift to Athens?,SALT SPRING (OR HORSE)
F000128,What does parthenos mean?,VIRGIN
F000129,What one-word describes the battle of the Olympian gods against the Giants?,GIGANTOMACHY
F000130,What festival was celebrated in Athens in honor of Athena?,PANATHANAEA
F000131,What was the ceremonial robe presented to the priestess of Athena called?,PEPLOS
F000132,Who sculpted the statue of Athena located in the Parthenon?,PHEIDIAS
F000133,What figure was held in the hand of Athena's statue in the Parthenon?,NIKE
F000134,Whose head was on the shield of Athena?,MEDUSA
F000135,What was the shield of Athena called?,AEGIS
F000136,Who was represented by a serpent near the statue of Athena in the Parthenon?,ERECHTHEUS
F000137,Who raised Athena shortly after her birth> according to some accounts?,TRITON (DIFFERENT FROM CONCH MAN)
F000138,What daughter of Triton was a playmate of Athena's?,PALLAS
F000139,Who killed Pallas?,ATHENA
F000140,What statue did Athena make to honor her childhood friend?,PALLADIUM
F000141,In what city was the Palladium kept?,TROY
F000142,With what city's destiny was the Palladium tied?,TROY
F000143,What is the meaning of Pallas?,MAIDEN
F000144,What is the meaning of Kore> associated with Persephone?,GIRL
F000145,Who wrotet the Metamorphoses?,OVID
F000146,What was Athena's Roman name?,MINERVA
F000147,Who was the father of Arachne?,IDMON
F000148,From what city did Arachne come?,COLOPHON
F000149,From what region did Arachne come?,LYDIA
F000150,Whose weaving depicted the contest for Athens and mortals transformed after challenging gods?,ATHENA
F000151,Who wove scenes of the gods less honorable amorous conquests?,ARACHNE
F000152,Who hung herself after challenging Minerva to a weaving contest?,ARACHNE
F000153,Into what type of creature was Arachne transformed?,SPIDER
F000154,Who invented the flute?,ATHENA
F000155,From the lamentations of what creatures was the invention of the flute inspired?,GORGONS
F000156,What goddess was worshiped as patroness of all arts and crafts?,ATHENA
F000157,What god was worshiped as patron of all arts and crafts?,HEPHAESTUS
F000158,What goddess was represented in art with a helmet> spear and shield?,ATHENA
F000159,What goddess was associated with the companion or epithet Nike?,ATHENA
F000160,What does Nike mean?,VICTORY
F000161,What deity had the epithet glaukopis?,ATHENA
F000162,What does glaukopis mean?,BRIGHT-EYED
F000163,With what bird was Athena associated?,OWL
F000164,With what tree was Athena associated?,OLIVE TREE
F000165,What goddess closes the Odyssey by satisfying the blood demand of Penelope's slain suitors?,ATHENA
F000166,Who wrote the Oresteia?,AESCHYLUS
F000167,What goddess> along with Apollo> supports the acquittal of Orestes at the Areopagus?,ATHENA
F000168,What is the meaning of the Greek word Aphros?,FOAM
F000169,What goddess derives her name from the Greek word for foam?,APHRODITE
F000170,What goddess is associated with the island Cythera?,APHRODITE
F000171,What goddess is associated with the island Cyprus?,APHRODITE
F000172,On what island was the city of Paphos?,CYPRUS
F000173,What deity did the city of Paphos honor above all others?,APHRODITE
F000174,What goddess is called Cytherea and Cypris?,APHRODITE
F000175,After whose castration was Aphrodite born?,URANUS
F000176,In stories which call Zeus the father of Aphrodite> who is the mother?,DIONE
F000177,Who wrote the Symposium?,PLATO
F000178,With what island> other than Cythera and Cyprus> does a Homeric Hymn associate Aphrodite?,SALAMIS
F000179,What deity possessed a magic girdle with irresistible powers of enticement?,APHRODITE
F000180,Who borrows Aphrodite's girdle during the Trojan War to seduce her husband?,HERA
F000181,What was another name for the Graces?,CHARITES
F000182,What was another name for the Hours or Seasons of mythology?,HORAE
F000183,How many Graces were there?,3; THREE
F000184,What group consisted of Thalia> Aglaea and Euphrosyne?,GRACES
F000185,Who was the West Wind?,ZEPHYR(US)
F000186,Who was the mother of Priapus?,APHRODITE
F000187,What had the first prostitutes> as a result of a curse from Aphrodite?,CYPRUS
F000188,Who wrote the Metamorphoses?,OVID
F000189,Who was so disgusted with the women of Cyprus that he lived alone?,PYGMALION
F000190,What was the name of the beautiful statue of a woman Pygmalion sculpted?,GALATEA
F000191,To whom did Pygmalion pray to make Galatea come to life?,VENUS
F000192,Who was the son of Pygmalion and Galatea?,PAPHOS
F000193,With what Phoenician goddess is Aphrodite sometimes confused in the myth of Adonis?,ASTARTE
F000194,Who was the son of Paphos?,CINYRAS
F000195,What was the relationship of Cinyras to Pygmalion and Galatea?,GRANDSON
F000196,What daughter of Cinyras fell desperately in love with her own father?,MYRRHA
F000197,Into what kind of tree was Myrrha transformed to escape the wrath of her father Cinyras?,MYRRH
F000198,Who was the child of Cinyras and Myrrha?,ADONIS
F000199,How was Adonis born?,FROM THE MYRRH TREE
F000200,What love of Aphrodite was killed by a boar's tusk?,ADONIS
F000201,Whom did Persephone transform intot the fragrant mint?,MENTHA
F000202,What flower sprang from the blood of Adonis?,ANEMONE
F000203,How did the anemone flower get its name?,ANEMOS=WIND (GREEK)
F000204,Whom did Aphrodite put in a chest as an infant?,ADONIS
F000205,To whom did Aphrodite give the infant Adonis in a chest?,PERSEPHONE
F000206,What two goddesses fought over Adonis?,APHRODITE & PERSEPHONE
F000207,Who settled the dispute of Aphrodite and Persephone over Adonis?,ZEUS
F000208,Who was impregnated when she put an almond blossom to her bosom?,NANA
F000209,Who was the father of Nana?,SANGARIOS
F000210,From whose severed organ had the almond tree grown?,CYBELE
F000211,Who was the son of Nana?,ATTIS
F000212,Who fell in love with Attis after he had grown up?,CYBELE
F000213,Which three goddesses have hearts which Aphrodite is unable to sway?,ATHENA> ARTEMIS> HESTIA
F000214,Who caused Aphrodite to fall in love with Anchises?,ZEUS
F000215,Where was Anchises when Aphrodite found him?,MT. IDA
F000216,What mortal man was seduced by Aphrodite in the form of a mortal woman?,ANCHISES
F000217,Who does Aphrodite claim as her father when she seduces Anchises?,OTREUS> KING OF PHRYGIA
F000218,Who was the son of Aphrodite and Anchises?,AENEAS
F000219,What Trojan boy was abducted by Zeus to be cupbearer to the Gods?,GANYMEDE
F000220,Who was the father of Ganymede?,TROS
F000221,What was promised to Tros to soften the blow of losing Ganymede?,ETERNAL LIFE FOR GANYMEDE
F000222,Who abducted the Trojan prince Tithonus?,EOS
F000223,What did Eos ask from Zeus on behalf of Tithonus?,ETERNAL LIFE
F000224,What did Eos forget to ask from Zeus on behalf of Tithonus?,ETERNAL YOUTH
F000225,Who is the male counterpart of Aphrodite?,EROS
F000226,What famous work by Plato is set at a dinner party at the house of Agathon?,SYMPOSIUM
F000227,Who are the two most famous speakers Plato uses in the Symposium?,ARISTOPHANES AND SOCRATES
F000228,What two giants tried to climb to Olympus?,OTUS AND EPHIALTES
F000229,What Roman author wrote the Golden Ass?,APULEIUS
F000230,How many sisters did Psyche have?,3; THREE
F000231,What son of Venus fell in love with Psyche?,CUPID
F000232,Who commanded Pysche's father that she be placed on a mountaintop to wed a serpent?,APOLLO
F000233,Who accidentally dripped hot wax on the shoulder of her lover> Cupid?,PSYCHE
F000234,Who advised Psyche to forget her grief and win back Cupid's love?,PAN
F000235,Who carried Psyche to the mountaintop?,ZEPHYR(US)
F000236,Who gave a series of impossible tasks to Psyche?,VENUS
F000237,How many impossible tasks did Venus give Psyche?,4; FOUR
F000238,What type of creature helped Psyche sort grain?,ANT
F000239,What plant told Psyche how to bring back wool from dangerous sheep?,REED
F000240,How did Psyche get wool from dangerous sheep?,CAUGHT ON TREES
F000241,What type of creature helped Psyche get water from an underworld river?,EAGLE
F000242,Who sent the eagle that filled Psyche's jar with water from an underworld river?,ZEUS
F000243,From which underworld river was Psyche assigned to get water to fill a jar?,COCYTUS
F000244,What was the last task assigned to Psyche by Venus?,GET PERSEPHONE'S BEAUTY
F000245,Who told Psyche how to get a fragment of Persephone's beauty?,A TOWER
F000246,Who was the guard-dog of Hades?,CERBERUS
F000247,Who was the ferryman of the underworld?,CHARON
F000248,What was the most important thing about which Psyche was warned before visiting the underworld?,DON'T LOOK IN THE BOX
F000249,What happened to Psyche when she looked in the box of Persephone's beauty?,DEATHLIKE SLEEP
F000250,Who rescued Pysche from deathlike sleep?,CUPID
F000251,Who ratified the marriage of Cupid and Pysche?,ZEUS
F000252,What god played the Cithara at the wedding of Cupid and Psyche?,APOLLO
F000253,Who was the daughter of Cupid and Psyche?,VOLUPTAS
F000254,Who was the most famous poetess of love in antiquity?,SAPPHO
F000255,On what island did Sappho write her love poetry?,LESBOS
F000256,Who in mythology was known for her beautiful ankles?,LETO
F000257,Who was the mother of Apollo and Artemis?,LETO
F000258,Who was the father of Apollo and Artemis?,ZEUS
F000259,Where was Apollo born?,DELOS
F000260,Besides Delos> what island is given as a location of Artemis' birth?,ORTYGIA
F000261,What does Ortygia mean?,QUAIL ISLAND
F000262,Of Apollo and Artemis> who is born first?,ARTEMIS
F000263,Name three goddesses of childbirth.,ARTEMIS> HERA> EILEITHYIA
F000264,What mother boasted that she was more deserving of honor than Leto?,NIOBE
F000265,Who was the husband of Niobe?,AMPHION
F000266,Who was the father of Niobe?,TANTALUS
F000267,Who was the father of Leto?,COEUS
F000268,Of what city was Niobe queen?,THEBES
F000269,How many children did Niobe have?,FOURTEEN
F000270,Who struck down the seven sons of Niobe?,APOLLO
F000271,Who struck down the daughters of Niobe?,ARTEMIS
F000272,Into what was Niobe transformed?,WEEPING STONE
F000273,Where was Niobe transported to in the form of a weeping stone?,PHRYGIA
F000274,What hunter lost his way and had the misfortune of seeing Artemis naked?,ACTAEON
F000275,Who was the maternal grandfather of Actaeon?,CADMUS
F000276,Into what type of animal was Actaeon transformed?,STAG
F000277,Where was Artemis bathing when Actaeon stumbled upon her?,GARGAPHIE
F000278,What was the Roman name of Artemis?,DIANA
F000279,Who was the mother of Actaeon?,AUTONOE
F000280,Who was the father of Autonoe?,CADMUS
F000281,How did Actaeon die?,HIS DOGS TORE HIM APART
F000282,Where did Callisto live?,ARCADIA
F000283,With what goddess did Callisto travel?,ARTEMIS
F000284,How did Zeus disguise himself to seduce Callisto?,AS ARTEMIS
F000285,Who was the son of Zeus and Callisto?,ARCAS
F000286,Into what kind of creature was Callisto transformed?,BEAR
F000287,Who transformed Callisto into a bear?,HERA
F000288,Who was the father of Callisto?,LYCAON
F000289,What had Lycaon been transformed into?,WOLF
F000290,Who prevented Arcas from killing his mother> the bear> while hunting?,ZEUS
F000291,Into what constellation was Callisto transformed?,ARCTUS; URSA MAJOR
F000292,Into what constellation was Arcas transformed?,ARCTOPHYLAX; ARCTURUS; BOOTES; OR URSA MINOR
F000293,What giant wooed the daughter of Oenopion?,ORION
F000294,Who was the daughter of Oenopion?,MEROPE
F000295,What does Oenopion mean?,WINE-FACE
F000296,With what island was Orion associated?,CHIOS
F000297,Who blinds Orion?,OENOPION
F000298,Who restores Orion's sight?,HELIUS
F000299,What goddess is assaulted by Orion?,ARTEMIS
F000300,What creature does Artemis create to defend herself from Orion?,SCORPION
F000301,Who was the mother of the Pleiades?,PLEIONE
F000302,Who was the father of the Pleiades?,ATLAS
F000303,What giant pursued the Pleiades in life and afterwards as a constellation?,ORION
F000304,Who was the dog of Orion?,SIRIUS
F000305,What did the dog of Orion become?,THE DOG STAR
F000306,With what celestial object is Artemis most closely associated?,THE MOON
F000307,Name three goddesses of the moon.,ARTEMIS> SELENE> HECATE
F000308,Who was the mother of Hecate?,ASTERIE
F000309,What was the relationship of Asterie to Leto?,SISTERS
F000310,Who was the father of Hecate?,PERSES
F000311,What moon-goddess was also a deity of crossroads?,HECATE
F000312,Who was the patron deity of sorceresses and witches?,HECATE
F000313,Who wrote the tragedy Hippolytus?,EURIPIDES
F000314,Who was the second wife of Theseus?,PHAEDRA
F000315,Who was the father of Hippolytus?,THESEUS
F000316,What was the relationship of Phaedra to Hippolytus?,STEPMOTHER
F000317,What goddess was spurned by Hippolytus?,APHRODITE
F000318,Who makes Phaedra fall in love with Hippolytus?,APHRODITE
F000319,Who leaves a suicide note for Theseus> falsely incriminating Hippolytus?,PHAEDRA
F000320,What goddess rewards Hippolytus for his chastity?,ARTEMIS
F000321,Who brings about the death of Hippolytus?,THESEUS
F000322,What king of Troezen raised Hippolytus?,PITTHEUS
F000323,What goddess was called Cypris?,APHRODITE
F000324,What term refers to the miraculous appearance of a deity at a play's end?,DEUS EX MACHINA
F000325,What Roman playwright wrote a tragedy called Phaedra?,SENECA THE YOUNGER
F000326,Who were the children of Zeus and Leto?,APOLLO AND ARTEMIS
F000327,To what god did the epithet Delian apply?,APOLLO
F000328,What goddess was born on Ortygia?,ARTEMIS
F000329,What god was born on Delos?,APOLLO
F000330,Near what mountain did Leto deliver Apollo?,MT. CYNTHUS
F000331,What god was called far-shooting?,APOLLO
F000332,What god was called Phoebus?,APOLLO
F000333,Who decreed Leto couldn't deliver anywhere the sun shone?,HERA
F000334,Who kept Delos covered with waves while Leto delivered?,POSEIDON
F000335,What daughter of Hera was goddess of childbirth?,EILEITHYIA
F000336,For how many days did Leto labor with Apollo?,9; NINE
F000337,Who fetched Eileithyia to help Leto deliver Apollo?,IRIS
F000338,Who was the `blind bard of Chios`?,HOMER
F000339,What serpent was slain by Apollo?,PYTHON
F000340,What epithet of Apollo refers to his slaying a snake?,PYTHIAN
F000341,Why was Apollo exiled to Thessaly for nine years?,KILLING PYTHON
F000342,What stone was the legendary belly-button of the world?,OMPHALOS
F000343,What birds helped Zeus decide where to put the omphalos?,EAGLES
F000344,What god created a sanctuary at Crisa?,APOLLO
F000345,What epithet of Apollo associates him with dolphins?,DELPHINIUS
F000346,On the slopes of what mountain was the Delphic sanctuary?,MT. PARNASSUS
F000347,What athletic contests were held every four years at Delphi?,PYTHIAN GAMES
F000348,Who wrote Odes to glorious athletic victors?,PINDAR
F000349,What were the three major orders of Greek architecture?,DORIC> IONIC> CORINTHIAN
F000350,What was the Delphic priestess of Apollo called?,PYTHIA
F000351,What was the name of the first Pythia?,PHEMONOE
F000352,Phemonoe> Aristonice and Perallus all served as what?,PYTHIA
F000353,Who sat on the tripod at Delphi?,PYTHIA (PRIESTESS)
F000354,With what city was the festival called Stepteria associated?,DELPHI
F000355,Where did the Pythia ritually cleanse herself?,CASTALIAN SPRING
F000356,Who wrote the Apology> recording the defense of Socrates?,PLATO
F000357,Who was the priestess of Apollo at Cumae?,SIBYL
F000358,Who guides Aeneas to the Underworld?,CUMAEAN SIBYL
F000359,Who wrote the Satyricon?,PETRONIUS
F000360,According to Petronius> what did the Sibyl in a bottle want?,TO DIE
F000361,Who warned Aeneas about the Sibyl's prophecies on leaves?,HELENUS
F000362,Who wrote the Aeneid?,VERGIL
F000363,Who gave Cassandra the gift of prophecy?,APOLLO
F000364,Who was cursed to offer prophecies that no one would believe?,CASSANDRA
F000365,Who chose a mortal lover instead of Apollo?,MARPESSA
F000366,What mortal was chosen by Marpessa over Apollo?,IDAS
F000367,In what expedition did Idas participate with his brother Lynceus?,EXPEDITION OF ARGONAUTS
F000368,Who was the father of Marpessa?,EVENUS
F000369,What god was spurned by Marpessa?,APOLLO
F000370,Who did Apollo fall in love with as she wrestled a lion?,CYRENE
F000371,To what land did Apollo take the nymph Cyrene?,LIBYA
F000372,Who was the son of Apollo and Cyrene?,ARISTAEUS
F000373,What is the Greek word for laurel?,DAPHNE
F000374,Who was the father of Daphne?,PENEUS
F000375,According to Ovid> who transformed Daphne into a laurel tree?,PENEUS> HER FATHER
F000376,Who was pursuing Daphne when she became a laurel?,APOLLO
F000377,What handsome Spartan youth of Amyclae was loved by Apollo?,HYACINTHUS
F000378,What boy was killed by a discuss thrown by Apollo?,HYACINTHUS
F000379,What flower sprang from the blood of Hyacinthus?,HYACINTH
F000380,What Trojan hero's blood brought forth the hyacinth?,AJAX THE GREATER
F000381,Who was the father of Ajax the Greater?,TELAMON
F000382,What bird reported to Apollo of Coronis' infidelity?,RAVEN
F000383,Who vied with Apollo for Coronis?,ISCHYS
F000384,Who vied with Apollo for Daphne?,LEUCIPPUS
F000385,Who was the child of Apollo and Coronis?,ASCLEPIUS
F000386,Who was the mother of Asclepius?,CORONIS
F000387,Who was the tutor of Asclepius?,CHIRON
F000388,What great Greek physician had a school at Cos?,HIPPOCRATES
F000389,Name a son of Asclepius.,MACHAON
F000390,Name a son of Asclepius other than Machaon.,PODALIRIUS
F000391,Name a daughter of Asclepius?,HYGEIA
F000392,Who was the father of Coronis?,PHLEGYAS
F000393,Who was brought back to life by Asclepius?,HIPPOLYTUS
F000394,Who asked Ascelpius to resurrect Hippolytus?,ARTEMIS
F000395,Who destroyed Asclepius for bringing someone back to life?,ZEUS
F000396,Whom did Apollo kill in response to Asclepius' death?,CYCLOPES
F000397,Why did Apollo kill the Cyclopes when Asclepius died?,THEY MADE ZEUS' BOLTS
F000398,Whom did Apollo have to serve after killing the Cyclopes?,ADMETUS
F000399,Where was Admetus king?,PHERAE IN THESSALY
F000400,Whom did Apollo convince with wine to allow Admetus to live?,MOIRAI (FATES)
F000401,What was the condition for Admetus to live?,ONE TO DIE IN HIS PLACE
F000402,Who agreed to die in place of Admetus so that he could live?,ALCESTIS (HIS WIFE)
F000403,What Greek tragedian wrote Alcestis?,EURIPIDES
F000404,Who wrestles death himself to save the life of Alcestis?,HERACLES
F000405,Who was flayed alive after losing a music contest to Apollo?,MARSYAS
F000406,What type of creature was Marsyas?,SATYR
F000407,What goddess threw away the flute?,ATHENA
F000408,Who picked up the flute after Athena threw it away?,MARSYAS
F000409,What mountain judged a music contest between Pan and Apollo?,TMOLUS
F000410,Where was Midas king?,PHRYGIA
F000411,On what mountain did Pan challenge Apollo to a music contest?,TMOLUS
F000412,What instrument did Pan play?,PIPES
F000413,What instrument did Apollo play?,LYRE
F000414,Who won the contest of Pan and Apollo according to Tmolus?,APOLLO
F000415,What king challenged the verdict of Tmolus in a music contest?,MIDAS
F000416,How did Apollo punish Midas for challenging his victory?,DONKEY EARS
F000417,Who discovered that Midas had donkey ears?,HIS BARBER
F000418,How was Midas' secret made public?,REEDS REPEATED WHISPER
F000419,Who had the epithet Lycios?,APOLLO
F000420,With what animal is Apollo's epithet Lycios associated?,WOLF
F000421,Who was punished by Apollo for trying to rape Leto?,TITYUS
F000422,What boastful queen was punished by Apollo and Artemis?,NIOBE
F000423,What builders were the sons of Erginus?,TROPHONIUS AND AGAMEDES
F000424,What nymph was called `silver-footed`?,THETIS
F000425,What goddess was called `ox-eyed`?,HERA
F000426,Who was the father of Hermes?,ZEUS
F000427,Who was the mother of Hermes?,MAIA
F000428,To what group did Maia belong?,PLEIADES
F000429,Who were the parents of the Pleiades?,ATLAS AND PLEIONE
F000430,What god was born at dawn and played the lyre by noon?,HERMES
F000431,What did Hermes accomplish the evening after his birth?,STOLE APOLLO'S CATTLE
F000432,From what animal did Hermes construct the lyre?,TORTOISE
F000433,How many strings did Hermes' lyre have?,7; SEVEN
F000434,What god marched cattle backwards to deceive Apollo?,HERMES
F000435,Who was the first to invent firesticks?,HERMES
F000436,Where did Hermes throw his sandals after stealing cattle?,ALPHEUS RIVER
F000437,Who was the Greek goddess of the dawn?,EOS
F000438,To whom was Onchestus sacred?,POSEIDON
F000439,Who was the god of stealing?,HERMES
F000440,To whom did Hermes and Apollo take their cattle dispute?,ZEUS
F000441,Who was the mother of Apollo?,LETO
F000442,With whom was the epithet Phoebus associated?,APOLLO
F000443,What did Hermes give Apollo to settle for his cattle?,LYRE
F000444,What Homeric Hymn was translated by Percy Shelley?,HYMN TO HERMES
F000445,What was a traveling hat called?,PETASUS
F000446,What god wore a traveling hat?,HERMES
F000447,What was the staff of Hermes called?,CADUCEUS
F000448,What staff had two snakes intertwined?,CADUCEUS
F000449,What god's staff> besides Hermes> had intertwining snakes?,ASCLEPIUS
F000450,What god had winged sandals?,HERMES
F000451,Who was the god of travelers and roads?,HERMES
F000452,What was Hermes epithet as guide of souls?,PSYCHOPOMPOS
F000453,What were the plentiful pillar-like statues of Hermes called?,HERMS
F000454,What Athenian leader supposedly desecrated the Herms?,ALCIBIADES
F000455,In what year was Alcibiades charged with defiling Herms?,415 BC
F000456,What island was Alcibiades about to invade when charged?,SICILY
F000457,Who was the son of Hermes and Aphrodite?,HERMAPHRODITUS
F000458,Who wrote the Metamorphoses?,P. OVIDIUS NASO
